A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
20-09-2024,9,6,17,NILOUFER TEA,150,55,DRY FRUIT PREMIUM,725,157,PAV BAJI,69,99,PREMIUM BUTTERSCOCH,159,20
20-09-2024,9,6,18,NILOUFER TEA,150,96,CHOCO ROCKS,320,241,VEG STICKS,220,95,EGGLESS BUTTERSCOCH,360,30
20-09-2024,9,6,19,NILOUFER TEA,150,84,GHEE BUN,80,201,PANNER PIZZA,320,62,EGGLESS CHOCOCHIP CAKE,410,10
20-09-2024,9,6,20,NILOUFER TEA,150,85,DUM KA ROAT,600,117,MUSHROOM WRAP,450,94,EGGLESS CHOCO TRUFFLE CAKE,520,24
20-09-2024,9,6,21,NILOUFER TEA,150,82,ATTA BISCUIT,180,173,MASALA FRIES,250,87,EGGLESS RASMALAI CAKE,620,21
20-09-2024,9,6,22,NILOUFER TEA,150,58,GHEE ALMOND,220,128,SWEET CORN,20,99,TIRAMISU PASTRY,160.9,19
20-09-2024,9,6,23,NILOUFER TEA,150,83,OSMANIA CLASSIC,60,235,VADA PAV,180,90,SWISS ROCHER PASTRY,159,23
20-09-2024,9,6,24,NILOUFER TEA,150,99,OSMANIA PREMIUM,450,207,POPCORN,25,89,CHEESE CAKE,480,25
21-09-2024,9,7,1,NILOUFER TEA,150,75,BUTTER ALMOND,140,164,VEG PUFF,59,64,VANILLA CAKE,169,24
21-09-2024,9,7,2,NILOUFER TEA,150,113,DRY FRUIT,140,189,PANEER PUFF,69,71,BUTTERSCOCH CAKE,159,14
21-09-2024,9,7,3,NILOUFER TEA,150,97,CHOCOCHIP,100,253,EGG PUFF,70,67,DRY FRUITS CAKE,220,21
21-09-2024,9,7,4,NILOUFER TEA,150,117,DOUBLE CHOCOCHIP,120,283,ALOO SAMOSA,45,62,STRAWBERRY CAKE,250,16
21-09-2024,9,7,5,NILOUFER TEA,150,74,FRUIT BISCUIT,180,281,MASKA BUN,100,76,PINEAPPLE CAKE,111,17
21-09-2024,9,7,6,NILOUFER TEA,150,112,SALT BISCUIT,140,180,MALAI BUN,180,91,RASMALAI CAKE,250,17
21-09-2024,9,7,7,NILOUFER TEA,150,66,MELTING COOKIES,200,107,SANDWICH,120,93,CHOCLATE CAKE,320,21
21-09-2024,9,7,8,NILOUFER TEA,150,101,ALMOND STICKS,400,224,VEG HALEEM,320,89,CHOCO CHIPS CAKES,320,25
21-09-2024,9,7,9,NILOUFER TEA,150,58,MULTIGRAIN BISCUIT,210,138,ONION SAMOSA,50,70,ALMONDS CAKE,230,25
21-09-2024,9,7,10,NILOUFER TEA,150,120,OATS BISCUIT,125,161,FRENCHFRIES,250,62,BLUEBERRY CAKE,480,27
21-09-2024,9,7,11,NILOUFER TEA,150,75,RAGI BISCUIT,230,184,CLASSIC PIZZA - S,100,97,RED VELVET PASTRY,111,14
21-09-2024,9,7,12,NILOUFER TEA,150,81,COCONUT BISCUIT,150,226,BURGER,165,84,BELGIUM CHOCLATE PASTRY,159,11
21-09-2024,9,7,13,NILOUFER TEA,150,108,FRUIT PREMIUM,500,232,BUTTER CAKE,89,61,BLACK FOREST PASTRY,111,27
21-09-2024,9,7,14,NILOUFER TEA,150,68,PALMIERS,170,114,BURGUR BUN,170,63,BRAZILIAN COFFEE PASTRY,159,22
21-09-2024,9,7,15,NILOUFER TEA,150,79,CHOCOCHIP OSMANIA,165,177,VEG ROLL,45,95,OPERA PASTRY,169.9,28
21-09-2024,9,7,16,NILOUFER TEA,150,118,PLAIN KHARI,175,200,ALOO PARATHA,280,88,ENGLISH FRUIT CUSTURD,193,14
21-09-2024,9,7,17,NILOUFER TEA,150,88,DRY FRUIT PREMIUM,725,128,PAV BAJI,69,88,PREMIUM BUTTERSCOCH,159,26
21-09-2024,9,7,18,NILOUFER TEA,150,110,CHOCO ROCKS,320,124,VEG STICKS,220,82,EGGLESS BUTTERSCOCH,360,14
21-09-2024,9,7,19,NILOUFER TEA,150,119,GHEE BUN,80,293,PANNER PIZZA,320,100,EGGLESS CHOCOCHIP CAKE,410,25
21-09-2024,9,7,20,NILOUFER TEA,150,57,DUM KA ROAT,600,233,MUSHROOM WRAP,450,72,EGGLESS CHOCO TRUFFLE CAKE,520,19
21-09-2024,9,7,21,NILOUFER TEA,150,70,ATTA BISCUIT,180,242,MASALA FRIES,250,68,EGGLESS RASMALAI CAKE,620,28
21-09-2024,9,7,22,NILOUFER TEA,150,130,GHEE ALMOND,220,163,SWEET CORN,20,82,TIRAMISU PASTRY,160.9,11
21-09-2024,9,7,23,NILOUFER TEA,150,99,OSMANIA CLASSIC,60,240,VADA PAV,180,74,SWISS ROCHER PASTRY,159,25
21-09-2024,9,7,24,NILOUFER TEA,150,104,OSMANIA PREMIUM,450,106,POPCORN,25,71,CHEESE CAKE,480,29
22-09-2024,9,1,1,NILOUFER TEA,150,110,BUTTER ALMOND,140,249,VEG PUFF,59,65,VANILLA CAKE,169,15
22-09-2024,9,1,2,NILOUFER TEA,150,70,DRY FRUIT,140,153,PANEER PUFF,69,98,BUTTERSCOCH CAKE,159,21
22-09-2024,9,1,3,NILOUFER TEA,150,108,CHOCOCHIP,100,258,EGG PUFF,70,70,DRY FRUITS CAKE,220,15
22-09-2024,9,1,4,NILOUFER TEA,150,123,DOUBLE CHOCOCHIP,120,130,ALOO SAMOSA,45,81,STRAWBERRY CAKE,250,26
22-09-2024,9,1,5,NILOUFER TEA,150,103,FRUIT BISCUIT,180,152,MASKA BUN,100,72,PINEAPPLE CAKE,111,17
22-09-2024,9,1,6,NILOUFER TEA,150,79,SALT BISCUIT,140,283,MALAI BUN,180,60,RASMALAI CAKE,250,18
22-09-2024,9,1,7,NILOUFER TEA,150,53,MELTING COOKIES,200,202,SANDWICH,120,68,CHOCLATE CAKE,320,28
22-09-2024,9,1,8,NILOUFER TEA,150,91,ALMOND STICKS,400,136,VEG HALEEM,320,68,CHOCO CHIPS CAKES,320,29
22-09-2024,9,1,9,NILOUFER TEA,150,58,MULTIGRAIN BISCUIT,210,250,ONION SAMOSA,50,88,ALMONDS CAKE,230,15
22-09-2024,9,1,10,NILOUFER TEA,150,59,OATS BISCUIT,125,254,FRENCHFRIES,250,82,BLUEBERRY CAKE,480,12
22-09-2024,9,1,11,NILOUFER TEA,150,130,RAGI BISCUIT,230,195,CLASSIC PIZZA - S,100,94,RED VELVET PASTRY,111,24
22-09-2024,9,1,12,NILOUFER TEA,150,55,COCONUT BISCUIT,150,192,BURGER,165,73,BELGIUM CHOCLATE PASTRY,159,20
22-09-2024,9,1,13,NILOUFER TEA,150,72,FRUIT PREMIUM,500,257,BUTTER CAKE,89,71,BLACK FOREST PASTRY,111,10
22-09-2024,9,1,14,NILOUFER TEA,150,105,PALMIERS,170,181,BURGUR BUN,170,69,BRAZILIAN COFFEE PASTRY,159,11
22-09-2024,9,1,15,NILOUFER TEA,150,111,CHOCOCHIP OSMANIA,165,146,VEG ROLL,45,92,OPERA PASTRY,169.9,22
22-09-2024,9,1,16,NILOUFER TEA,150,51,PLAIN KHARI,175,135,ALOO PARATHA,280,82,ENGLISH FRUIT CUSTURD,193,24
22-09-2024,9,1,17,NILOUFER TEA,150,56,DRY FRUIT PREMIUM,725,260,PAV BAJI,69,96,PREMIUM BUTTERSCOCH,159,17
22-09-2024,9,1,18,NILOUFER TEA,150,83,CHOCO ROCKS,320,274,VEG STICKS,220,68,EGGLESS BUTTERSCOCH,360,12
22-09-2024,9,1,19,NILOUFER TEA,150,90,GHEE BUN,80,146,PANNER PIZZA,320,98,EGGLESS CHOCOCHIP CAKE,410,27
22-09-2024,9,1,20,NILOUFER TEA,150,102,DUM KA ROAT,600,253,MUSHROOM WRAP,450,78,EGGLESS CHOCO TRUFFLE CAKE,520,25
22-09-2024,9,1,21,NILOUFER TEA,150,123,ATTA BISCUIT,180,199,MASALA FRIES,250,60,EGGLESS RASMALAI CAKE,620,25
22-09-2024,9,1,22,NILOUFER TEA,150,57,GHEE ALMOND,220,179,SWEET CORN,20,99,TIRAMISU PASTRY,160.9,23
22-09-2024,9,1,23,NILOUFER TEA,150,55,OSMANIA CLASSIC,60,123,VADA PAV,180,98,SWISS ROCHER PASTRY,159,28
22-09-2024,9,1,24,NILOUFER TEA,150,126,OSMANIA PREMIUM,450,258,POPCORN,25,66,CHEESE CAKE,480,15
23-09-2024,9,2,1,NILOUFER TEA,150,119,BUTTER ALMOND,140,214,VEG PUFF,59,97,VANILLA CAKE,169,30
23-09-2024,9,2,2,NILOUFER TEA,150,111,DRY FRUIT,140,208,PANEER PUFF,69,81,BUTTERSCOCH CAKE,159,10
23-09-2024,9,2,3,NILOUFER TEA,150,101,CHOCOCHIP,100,104,EGG PUFF,70,84,DRY FRUITS CAKE,220,26
23-09-2024,9,2,4,NILOUFER TEA,150,61,DOUBLE CHOCOCHIP,120,285,ALOO SAMOSA,45,73,STRAWBERRY CAKE,250,20
23-09-2024,9,2,5,NILOUFER TEA,150,56,FRUIT BISCUIT,180,241,MASKA BUN,100,61,PINEAPPLE CAKE,111,12
23-09-2024,9,2,6,NILOUFER TEA,150,59,SALT BISCUIT,140,287,MALAI BUN,180,78,RASMALAI CAKE,250,14
23-09-2024,9,2,7,NILOUFER TEA,150,111,MELTING COOKIES,200,187,SANDWICH,120,81,CHOCLATE CAKE,320,29
23-09-2024,9,2,8,NILOUFER TEA,150,72,ALMOND STICKS,400,144,VEG HALEEM,320,72,CHOCO CHIPS CAKES,320,24
23-09-2024,9,2,9,NILOUFER TEA,150,128,MULTIGRAIN BISCUIT,210,255,ONION SAMOSA,50,80,ALMONDS CAKE,230,19
23-09-2024,9,2,10,NILOUFER TEA,150,75,OATS BISCUIT,125,161,FRENCHFRIES,250,92,BLUEBERRY CAKE,480,11
23-09-2024,9,2,11,NILOUFER TEA,150,95,RAGI BISCUIT,230,101,CLASSIC PIZZA - S,100,67,RED VELVET PASTRY,111,10
23-09-2024,9,2,12,NILOUFER TEA,150,107,COCONUT BISCUIT,150,165,BURGER,165,81,BELGIUM CHOCLATE PASTRY,159,16
23-09-2024,9,2,13,NILOUFER TEA,150,100,FRUIT PREMIUM,500,257,BUTTER CAKE,89,90,BLACK FOREST PASTRY,111,12
23-09-2024,9,2,14,NILOUFER TEA,150,73,PALMIERS,170,135,BURGUR BUN,170,89,BRAZILIAN COFFEE PASTRY,159,14
23-09-2024,9,2,15,NILOUFER TEA,150,122,CHOCOCHIP OSMANIA,165,235,VEG ROLL,45,93,OPERA PASTRY,169.9,10
23-09-2024,9,2,16,NILOUFER TEA,150,108,PLAIN KHARI,175,176,ALOO PARATHA,280,91,ENGLISH FRUIT CUSTURD,193,15
23-09-2024,9,2,17,NILOUFER TEA,150,117,DRY FRUIT PREMIUM,725,110,PAV BAJI,69,61,PREMIUM BUTTERSCOCH,159,29
23-09-2024,9,2,18,NILOUFER TEA,150,67,CHOCO ROCKS,320,168,VEG STICKS,220,89,EGGLESS BUTTERSCOCH,360,17
23-09-2024,9,2,19,NILOUFER TEA,150,59,GHEE BUN,80,152,PANNER PIZZA,320,80,EGGLESS CHOCOCHIP CAKE,410,22
23-09-2024,9,2,20,NILOUFER TEA,150,80,DUM KA ROAT,600,203,MUSHROOM WRAP,450,65,EGGLESS CHOCO TRUFFLE CAKE,520,19
23-09-2024,9,2,21,NILOUFER TEA,150,122,ATTA BISCUIT,180,245,MASALA FRIES,250,62,EGGLESS RASMALAI CAKE,620,11
23-09-2024,9,2,22,NILOUFER TEA,150,97,GHEE ALMOND,220,247,SWEET CORN,20,82,TIRAMISU PASTRY,160.9,11
23-09-2024,9,2,23,NILOUFER TEA,150,52,OSMANIA CLASSIC,60,269,VADA PAV,180,95,SWISS ROCHER PASTRY,159,26
23-09-2024,9,2,24,NILOUFER TEA,150,100,OSMANIA PREMIUM,450,172,POPCORN,25,76,CHEESE CAKE,480,17
24-09-2024,9,3,1,NILOUFER TEA,150,69,BUTTER ALMOND,140,264,VEG PUFF,59,91,VANILLA CAKE,169,30
24-09-2024,9,3,2,NILOUFER TEA,150,73,DRY FRUIT,140,233,PANEER PUFF,69,94,BUTTERSCOCH CAKE,159,15
24-09-2024,9,3,3,NILOUFER TEA,150,128,CHOCOCHIP,100,299,EGG PUFF,70,82,DRY FRUITS CAKE,220,10
24-09-2024,9,3,4,NILOUFER TEA,150,73,DOUBLE CHOCOCHIP,120,238,ALOO SAMOSA,45,60,STRAWBERRY CAKE,250,24
24-09-2024,9,3,5,NILOUFER TEA,150,50,FRUIT BISCUIT,180,222,MASKA BUN,100,81,PINEAPPLE CAKE,111,15
24-09-2024,9,3,6,NILOUFER TEA,150,103,SALT BISCUIT,140,153,MALAI BUN,180,96,RASMALAI CAKE,250,25
24-09-2024,9,3,7,NILOUFER TEA,150,110,MELTING COOKIES,200,138,SANDWICH,120,88,CHOCLATE CAKE,320,16
24-09-2024,9,3,8,NILOUFER TEA,150,116,ALMOND STICKS,400,214,VEG HALEEM,320,64,CHOCO CHIPS CAKES,320,28
24-09-2024,9,3,9,NILOUFER TEA,150,96,MULTIGRAIN BISCUIT,210,184,ONION SAMOSA,50,73,ALMONDS CAKE,230,10
24-09-2024,9,3,10,NILOUFER TEA,150,129,OATS BISCUIT,125,298,FRENCHFRIES,250,87,BLUEBERRY CAKE,480,10
24-09-2024,9,3,11,NILOUFER TEA,150,87,RAGI BISCUIT,230,227,CLASSIC PIZZA - S,100,99,RED VELVET PASTRY,111,16
24-09-2024,9,3,12,NILOUFER TEA,150,126,COCONUT BISCUIT,150,196,BURGER,165,97,BELGIUM CHOCLATE PASTRY,159,28
24-09-2024,9,3,13,NILOUFER TEA,150,129,FRUIT PREMIUM,500,180,BUTTER CAKE,89,60,BLACK FOREST PASTRY,111,14
24-09-2024,9,3,14,NILOUFER TEA,150,115,PALMIERS,170,185,BURGUR BUN,170,87,BRAZILIAN COFFEE PASTRY,159,22
24-09-2024,9,3,15,NILOUFER TEA,150,68,CHOCOCHIP OSMANIA,165,273,VEG ROLL,45,82,OPERA PASTRY,169.9,19
24-09-2024,9,3,16,NILOUFER TEA,150,77,PLAIN KHARI,175,256,ALOO PARATHA,280,68,ENGLISH FRUIT CUSTURD,193,16
24-09-2024,9,3,17,NILOUFER TEA,150,96,DRY FRUIT PREMIUM,725,161,PAV BAJI,69,88,PREMIUM BUTTERSCOCH,159,25
24-09-2024,9,3,18,NILOUFER TEA,150,114,CHOCO ROCKS,320,182,VEG STICKS,220,61,EGGLESS BUTTERSCOCH,360,18
24-09-2024,9,3,19,NILOUFER TEA,150,72,GHEE BUN,80,216,PANNER PIZZA,320,83,EGGLESS CHOCOCHIP CAKE,410,15
24-09-2024,9,3,20,NILOUFER TEA,150,128,DUM KA ROAT,600,200,MUSHROOM WRAP,450,95,EGGLESS CHOCO TRUFFLE CAKE,520,23
24-09-2024,9,3,21,NILOUFER TEA,150,104,ATTA BISCUIT,180,283,MASALA FRIES,250,79,EGGLESS RASMALAI CAKE,620,27
24-09-2024,9,3,22,NILOUFER TEA,150,69,GHEE ALMOND,220,118,SWEET CORN,20,97,TIRAMISU PASTRY,160.9,23
24-09-2024,9,3,23,NILOUFER TEA,150,109,OSMANIA CLASSIC,60,185,VADA PAV,180,63,SWISS ROCHER PASTRY,159,19
24-09-2024,9,3,24,NILOUFER TEA,150,97,OSMANIA PREMIUM,450,285,POPCORN,25,99,CHEESE CAKE,480,13
25-09-2024,9,4,1,NILOUFER TEA,150,119,BUTTER ALMOND,140,105,VEG PUFF,59,86,VANILLA CAKE,169,17
25-09-2024,9,4,2,NILOUFER TEA,150,122,DRY FRUIT,140,128,PANEER PUFF,69,90,BUTTERSCOCH CAKE,159,17
25-09-2024,9,4,3,NILOUFER TEA,150,53,CHOCOCHIP,100,184,EGG PUFF,70,66,DRY FRUITS CAKE,220,29
25-09-2024,9,4,4,NILOUFER TEA,150,101,DOUBLE CHOCOCHIP,120,226,ALOO SAMOSA,45,77,STRAWBERRY CAKE,250,23
25-09-2024,9,4,5,NILOUFER TEA,150,124,FRUIT BISCUIT,180,281,MASKA BUN,100,60,PINEAPPLE CAKE,111,20
25-09-2024,9,4,6,NILOUFER TEA,150,85,SALT BISCUIT,140,196,MALAI BUN,180,74,RASMALAI CAKE,250,21
25-09-2024,9,4,7,NILOUFER TEA,150,109,MELTING COOKIES,200,131,SANDWICH,120,61,CHOCLATE CAKE,320,18
25-09-2024,9,4,8,NILOUFER TEA,150,94,ALMOND STICKS,400,223,VEG HALEEM,320,96,CHOCO CHIPS CAKES,320,19
25-09-2024,9,4,9,NILOUFER TEA,150,84,MULTIGRAIN BISCUIT,210,140,ONION SAMOSA,50,67,ALMONDS CAKE,230,14
25-09-2024,9,4,10,NILOUFER TEA,150,87,OATS BISCUIT,125,274,FRENCHFRIES,250,90,BLUEBERRY CAKE,480,15
25-09-2024,9,4,11,NILOUFER TEA,150,79,RAGI BISCUIT,230,293,CLASSIC PIZZA - S,100,82,RED VELVET PASTRY,111,26
25-09-2024,9,4,12,NILOUFER TEA,150,92,COCONUT BISCUIT,150,109,BURGER,165,89,BELGIUM CHOCLATE PASTRY,159,16
25-09-2024,9,4,13,NILOUFER TEA,150,63,FRUIT PREMIUM,500,200,BUTTER CAKE,89,66,BLACK FOREST PASTRY,111,13
25-09-2024,9,4,14,NILOUFER TEA,150,59,PALMIERS,170,238,BURGUR BUN,170,87,BRAZILIAN COFFEE PASTRY,159,27
25-09-2024,9,4,15,NILOUFER TEA,150,110,CHOCOCHIP OSMANIA,165,223,VEG ROLL,45,85,OPERA PASTRY,169.9,13
25-09-2024,9,4,16,NILOUFER TEA,150,72,PLAIN KHARI,175,209,ALOO PARATHA,280,86,ENGLISH FRUIT CUSTURD,193,26
25-09-2024,9,4,17,NILOUFER TEA,150,125,DRY FRUIT PREMIUM,725,269,PAV BAJI,69,71,PREMIUM BUTTERSCOCH,159,23
25-09-2024,9,4,18,NILOUFER TEA,150,130,CHOCO ROCKS,320,196,VEG STICKS,220,89,EGGLESS BUTTERSCOCH,360,21
25-09-2024,9,4,19,NILOUFER TEA,150,126,GHEE BUN,80,181,PANNER PIZZA,320,70,EGGLESS CHOCOCHIP CAKE,410,24
25-09-2024,9,4,20,NILOUFER TEA,150,118,DUM KA ROAT,600,182,MUSHROOM WRAP,450,66,EGGLESS CHOCO TRUFFLE CAKE,520,19
25-09-2024,9,4,21,NILOUFER TEA,150,91,ATTA BISCUIT,180,222,MASALA FRIES,250,67,EGGLESS RASMALAI CAKE,620,17
25-09-2024,9,4,22,NILOUFER TEA,150,78,GHEE ALMOND,220,227,SWEET CORN,20,81,TIRAMISU PASTRY,160.9,11
25-09-2024,9,4,23,NILOUFER TEA,150,61,OSMANIA CLASSIC,60,270,VADA PAV,180,87,SWISS ROCHER PASTRY,159,12
25-09-2024,9,4,24,NILOUFER TEA,150,93,OSMANIA PREMIUM,450,161,POPCORN,25,61,CHEESE CAKE,480,17
26-09-2024,9,5,1,NILOUFER TEA,150,95,BUTTER ALMOND,140,244,VEG PUFF,59,67,VANILLA CAKE,169,17
26-09-2024,9,5,2,NILOUFER TEA,150,118,DRY FRUIT,140,147,PANEER PUFF,69,68,BUTTERSCOCH CAKE,159,30
26-09-2024,9,5,3,NILOUFER TEA,150,100,CHOCOCHIP,100,175,EGG PUFF,70,62,DRY FRUITS CAKE,220,30
26-09-2024,9,5,4,NILOUFER TEA,150,77,DOUBLE CHOCOCHIP,120,246,ALOO SAMOSA,45,78,STRAWBERRY CAKE,250,21
26-09-2024,9,5,5,NILOUFER TEA,150,66,FRUIT BISCUIT,180,278,MASKA BUN,100,66,PINEAPPLE CAKE,111,28
26-09-2024,9,5,6,NILOUFER TEA,150,60,SALT BISCUIT,140,205,MALAI BUN,180,85,RASMALAI CAKE,250,21
26-09-2024,9,5,7,NILOUFER TEA,150,106,MELTING COOKIES,200,149,SANDWICH,120,85,CHOCLATE CAKE,320,30
26-09-2024,9,5,8,NILOUFER TEA,150,85,ALMOND STICKS,400,168,VEG HALEEM,320,72,CHOCO CHIPS CAKES,320,28
26-09-2024,9,5,9,NILOUFER TEA,150,93,MULTIGRAIN BISCUIT,210,198,ONION SAMOSA,50,67,ALMONDS CAKE,230,17
26-09-2024,9,5,10,NILOUFER TEA,150,76,OATS BISCUIT,125,228,FRENCHFRIES,250,60,BLUEBERRY CAKE,480,16
26-09-2024,9,5,11,NILOUFER TEA,150,119,RAGI BISCUIT,230,257,CLASSIC PIZZA - S,100,69,RED VELVET PASTRY,111,16
26-09-2024,9,5,12,NILOUFER TEA,150,108,COCONUT BISCUIT,150,267,BURGER,165,70,BELGIUM CHOCLATE PASTRY,159,11
26-09-2024,9,5,13,NILOUFER TEA,150,96,FRUIT PREMIUM,500,178,BUTTER CAKE,89,75,BLACK FOREST PASTRY,111,14
26-09-2024,9,5,14,NILOUFER TEA,150,119,PALMIERS,170,151,BURGUR BUN,170,93,BRAZILIAN COFFEE PASTRY,159,13
26-09-2024,9,5,15,NILOUFER TEA,150,74,CHOCOCHIP OSMANIA,165,296,VEG ROLL,45,83,OPERA PASTRY,169.9,12
26-09-2024,9,5,16,NILOUFER TEA,150,82,PLAIN KHARI,175,286,ALOO PARATHA,280,88,ENGLISH FRUIT CUSTURD,193,17
26-09-2024,9,5,17,NILOUFER TEA,150,111,DRY FRUIT PREMIUM,725,284,PAV BAJI,69,69,PREMIUM BUTTERSCOCH,159,19
26-09-2024,9,5,18,NILOUFER TEA,150,91,CHOCO ROCKS,320,212,VEG STICKS,220,88,EGGLESS BUTTERSCOCH,360,24
26-09-2024,9,5,19,NILOUFER TEA,150,101,GHEE BUN,80,238,PANNER PIZZA,320,78,EGGLESS CHOCOCHIP CAKE,410,18
26-09-2024,9,5,20,NILOUFER TEA,150,72,DUM KA ROAT,600,205,MUSHROOM WRAP,450,79,EGGLESS CHOCO TRUFFLE CAKE,520,24
26-09-2024,9,5,21,NILOUFER TEA,150,70,ATTA BISCUIT,180,129,MASALA FRIES,250,74,EGGLESS RASMALAI CAKE,620,23
26-09-2024,9,5,22,NILOUFER TEA,150,129,GHEE ALMOND,220,191,SWEET CORN,20,89,TIRAMISU PASTRY,160.9,19
26-09-2024,9,5,23,NILOUFER TEA,150,88,OSMANIA CLASSIC,60,173,VADA PAV,180,95,SWISS ROCHER PASTRY,159,18
26-09-2024,9,5,24,NILOUFER TEA,150,115,OSMANIA PREMIUM,450,207,POPCORN,25,62,CHEESE CAKE,480,15
27-09-2024,9,6,1,NILOUFER TEA,150,67,BUTTER ALMOND,140,181,VEG PUFF,59,63,VANILLA CAKE,169,13
27-09-2024,9,6,2,NILOUFER TEA,150,79,DRY FRUIT,140,176,PANEER PUFF,69,92,BUTTERSCOCH CAKE,159,17
27-09-2024,9,6,3,NILOUFER TEA,150,120,CHOCOCHIP,100,223,EGG PUFF,70,74,DRY FRUITS CAKE,220,16
27-09-2024,9,6,4,NILOUFER TEA,150,117,DOUBLE CHOCOCHIP,120,238,ALOO SAMOSA,45,73,STRAWBERRY CAKE,250,29
27-09-2024,9,6,5,NILOUFER TEA,150,67,FRUIT BISCUIT,180,117,MASKA BUN,100,67,PINEAPPLE CAKE,111,15
27-09-2024,9,6,6,NILOUFER TEA,150,104,SALT BISCUIT,140,102,MALAI BUN,180,71,RASMALAI CAKE,250,13
27-09-2024,9,6,7,NILOUFER TEA,150,78,MELTING COOKIES,200,258,SANDWICH,120,74,CHOCLATE CAKE,320,26
27-09-2024,9,6,8,NILOUFER TEA,150,71,ALMOND STICKS,400,284,VEG HALEEM,320,91,CHOCO CHIPS CAKES,320,15
27-09-2024,9,6,9,NILOUFER TEA,150,125,MULTIGRAIN BISCUIT,210,211,ONION SAMOSA,50,60,ALMONDS CAKE,230,29
27-09-2024,9,6,10,NILOUFER TEA,150,119,OATS BISCUIT,125,147,FRENCHFRIES,250,93,BLUEBERRY CAKE,480,10
27-09-2024,9,6,11,NILOUFER TEA,150,57,RAGI BISCUIT,230,294,CLASSIC PIZZA - S,100,73,RED VELVET PASTRY,111,30
27-09-2024,9,6,12,NILOUFER TEA,150,79,COCONUT BISCUIT,150,117,BURGER,165,72,BELGIUM CHOCLATE PASTRY,159,18
27-09-2024,9,6,13,NILOUFER TEA,150,103,FRUIT PREMIUM,500,140,BUTTER CAKE,89,80,BLACK FOREST PASTRY,111,18
27-09-2024,9,6,14,NILOUFER TEA,150,59,PALMIERS,170,159,BURGUR BUN,170,91,BRAZILIAN COFFEE PASTRY,159,24
27-09-2024,9,6,15,NILOUFER TEA,150,72,CHOCOCHIP OSMANIA,165,280,VEG ROLL,45,61,OPERA PASTRY,169.9,10
27-09-2024,9,6,16,NILOUFER TEA,150,58,PLAIN KHARI,175,255,ALOO PARATHA,280,85,ENGLISH FRUIT CUSTURD,193,27
27-09-2024,9,6,17,NILOUFER TEA,150,101,DRY FRUIT PREMIUM,725,220,PAV BAJI,69,91,PREMIUM BUTTERSCOCH,159,11
27-09-2024,9,6,18,NILOUFER TEA,150,77,CHOCO ROCKS,320,212,VEG STICKS,220,83,EGGLESS BUTTERSCOCH,360,15
27-09-2024,9,6,19,NILOUFER TEA,150,96,GHEE BUN,80,211,PANNER PIZZA,320,76,EGGLESS CHOCOCHIP CAKE,410,21
27-09-2024,9,6,20,NILOUFER TEA,150,125,DUM KA ROAT,600,214,MUSHROOM WRAP,450,99,EGGLESS CHOCO TRUFFLE CAKE,520,16
27-09-2024,9,6,21,NILOUFER TEA,150,60,ATTA BISCUIT,180,256,MASALA FRIES,250,62,EGGLESS RASMALAI CAKE,620,17
27-09-2024,9,6,22,NILOUFER TEA,150,130,GHEE ALMOND,220,195,SWEET CORN,20,81,TIRAMISU PASTRY,160.9,14
27-09-2024,9,6,23,NILOUFER TEA,150,81,OSMANIA CLASSIC,60,147,VADA PAV,180,84,SWISS ROCHER PASTRY,159,10
27-09-2024,9,6,24,NILOUFER TEA,150,112,OSMANIA PREMIUM,450,260,POPCORN,25,63,CHEESE CAKE,480,17
28-09-2024,9,7,1,NILOUFER TEA,150,97,BUTTER ALMOND,140,268,VEG PUFF,59,91,VANILLA CAKE,169,26
28-09-2024,9,7,2,NILOUFER TEA,150,57,DRY FRUIT,140,208,PANEER PUFF,69,84,BUTTERSCOCH CAKE,159,28
28-09-2024,9,7,3,NILOUFER TEA,150,83,CHOCOCHIP,100,178,EGG PUFF,70,90,DRY FRUITS CAKE,220,16
28-09-2024,9,7,4,NILOUFER TEA,150,105,DOUBLE CHOCOCHIP,120,272,ALOO SAMOSA,45,61,STRAWBERRY CAKE,250,26
28-09-2024,9,7,5,NILOUFER TEA,150,60,FRUIT BISCUIT,180,126,MASKA BUN,100,77,PINEAPPLE CAKE,111,17
28-09-2024,9,7,6,NILOUFER TEA,150,57,SALT BISCUIT,140,209,MALAI BUN,180,88,RASMALAI CAKE,250,25
28-09-2024,9,7,7,NILOUFER TEA,150,101,MELTING COOKIES,200,208,SANDWICH,120,80,CHOCLATE CAKE,320,10
28-09-2024,9,7,8,NILOUFER TEA,150,69,ALMOND STICKS,400,205,VEG HALEEM,320,62,CHOCO CHIPS CAKES,320,16
28-09-2024,9,7,9,NILOUFER TEA,150,57,MULTIGRAIN BISCUIT,210,198,ONION SAMOSA,50,79,ALMONDS CAKE,230,20
28-09-2024,9,7,10,NILOUFER TEA,150,57,OATS BISCUIT,125,156,FRENCHFRIES,250,95,BLUEBERRY CAKE,480,28
28-09-2024,9,7,11,NILOUFER TEA,150,68,RAGI BISCUIT,230,130,CLASSIC PIZZA - S,100,78,RED VELVET PASTRY,111,17
28-09-2024,9,7,12,NILOUFER TEA,150,66,COCONUT BISCUIT,150,149,BURGER,165,71,BELGIUM CHOCLATE PASTRY,159,20
